,dG0,sdG0
R_ADOCBLS,-86.9476707686,0.0
R_ADOCBLabcpp,-25.7805434027,0.30790191248
R_ADOCBLtonex,0.0,0.0
R_ADPGLC,-27.6483229285,1.37369817007
R_ADPMAN,-30.7536278803,3.93671916912
R_ADPRDP,-25.0325329984,3.30011137334
R_ADPRDPm,-25.0325329984,3.30011137334
R_ADPRIBt,0.0,0.0
R_ADPT,-15.7135397699,1.34929525787
R_ADPtx,0.0,0.0
R_ADRNCOAtx,0.0,0.0
R_ADRNLPVESSEC,-51.5610868053,0.61580382496
R_ADRNLtu,0.0,0.0
R_ADRNt,0.0,0.0
R_ADSELK,-45.1472604752,0.0
R_ADSHm,34.7373589169,2.9601378257
R_ADSK,-14.7999429381,5.85703535594
R_ADSL1r,11.699941742,1.39026935306
R_ADSL2r,14.8415756587,2.9601378257
R_ADSS,9.72333160496,2.1536798532
R_ADSSh,9.72333160496,2.1536798532
R_ADtr,0.0,0.0
R_AEPPYRTA,2.71918575236,2.9601378257
R_AEPabcpp,-25.7805434027,0.30790191248
R_AEPtex,0.0,0.0
R_AFAT,-11.9628176907,4.80222856036
R_AFLATOXINte,0.0,0.0
R_AGAKI,0.63379861144,0.454719624821
R_AGDC,-6.68621949851,3.81055611724
R_AGGPR,-5.32714052946,1.60492714491
R_AGMHE,0.0,0.0
R_AGMIS,-5.44426166302,3.09197172382
R_AGMPTRCtpp,0.0,0.0
R_AGMT,-57.6795494565,5.59428286963
R_AGMTm,-57.6795494565,5.59428286963
R_AGMtex,0.0,0.0
R_AGPOP,-24.5899791081,2.42562202263
R_AGPOPm,-24.5899791081,2.42562202263
R_AGPR,5.32714052946,1.60492714491
R_AGPRim,-5.32714052946,1.60492714491
R_AGTi,-8.28052477509,1.66353226239
R_AGTim,-8.28052477509,1.66353226239
R_AGTix,-8.28052477509,1.66353226239
R_AGt3,0.0,0.0
R_AHAL,-43.9486073461,0.0
R_AHANDROSTANGLCte,-25.7805434027,0.30790191248
R_AHANDROSTANGLCtr,0.0,0.0
R_AHCYSNS,-14.8454968892,2.74005596919
R_AHCYStg,0.0,0.0
R_AHCYStm,0.0,0.0
R_AHCYStn,0.0,0.0
R_AHCYStr,0.0,0.0
R_AHCi,34.7373589169,2.9601378257
R_AHEXASE3,-13.8279136913,3.37492439041
R_AHGDx,31.6424628508,3.22644489748
R_AHHST,-65.2364569042,5.39411135899
R_AHMMPS,0.0,0.0
R_AHMMPS_1,17.161744207,5.37641899253
R_AHSERL,-57.4279771118,2.9831955934
R_AHSERL2,-65.2364569042,5.39411135899
R_AHSERL3,0.0,0.0
R_AHSERL4,-43.8719137762,0.0
R_AHSL,-69.5715360766,5.1929091474
R_AHXDH,3.48960876043,1.69935019184
R_AICART,6.79605660087,2.96013724658
R_AICART2,2.96978935139,3.54698076532
R_AIRC1,-30.1469393319,4.32379125866
R_AIRC2,-62.850841247,5.45787868376
R_AIRC3,-37.9838160442,5.44614337454
R_AIRCr,-4.36639592919,4.3204958311
R_AIRth,0.0,0.0
R_AKGCAL,-26.5216578163,3.04967675642
R_AKGCITtm,0.0,0.0
R_AKGDH,-28.805993933,3.92243210457
R_AKGDHe2r,-6.73225837186,2.83669028574
R_AKGDa,-26.519557117,3.61662011946
R_AKGDam,-26.519557117,3.61662011946
R_AKGDb,-6.73225837186,2.83669028574
R_AKGDbm,-6.73225837186,2.83669028574
R_AKGDm,-28.805993933,3.92243210457
R_AKGICITtm,0.0,0.0
R_AKGMAL,0.0,0.0
R_AKGMALth,0.0,0.0
R_AKGMALtm,0.0,0.0
R_AKG_na_th,0.0,0.0
R_AKG_na_tm,0.0,0.0
R_AKGt2n,0.0,0.0
R_AKGt2r,0.0,0.0
R_AKGt2rpp,0.0,0.0
R_AKGt4_3,0.0,0.0
R_AKGtex,0.0,0.0
R_AKGtp,0.0,0.0
R_AKO,-67.572751593,4.70646007398
R_AKP1,-69.8277332642,3.99600853024
R_AKP1_1,-69.8277332642,3.99600853024
R_AKR1C1,-20.0389233278,1.00070719641
R_AKR1C41,-5.53507193024,1.54067037306
R_AKR1C42,-5.53507193024,1.54067037306
R_AKR1D,-13.199356996,7.70707391992
R_AKR1D2,-13.199356996,7.70707391992
R_ALAALAD,-2.09277939785,4.19215527425
R_ALAALAD_1,-2.09277939785,4.19215527425
R_ALAALAabcpp,-25.7805434027,0.30790191248
R_ALAALAr,-23.6877640048,4.14922946042
R_ALAALAtex,0.0,0.0
R_ALAASNNaEx,0.0,0.0
R_ALABth,0.0,0.0
R_ALACYSNaEx,0.0,0.0
R_ALACt2r,0.0,0.0
R_ALADGLNexR,0.0,0.0
R_ALADGLYexR,0.0,0.0
R_ALAGLNNaEx,0.0,0.0
R_ALAGLNexR,0.0,0.0
R_ALAGLYexR,0.0,0.0
R_ALANA1tm,0.0,0.0
R_ALANA1tx,0.0,0.0
R_ALAR,-0.0390694996343,1.01580901849
R_ALASERNaEx,0.0,0.0
R_ALASm,18.1244044506,4.17437843579
R_ALATA_D,0.828353878886,2.16855664906
R_ALATA_D2,1.71587353432,2.18820272749
R_ALATA_L,0.17092367829,0.536375637917
R_ALATA_L2,1.67680403469,1.9451000789
R_ALATA_Lm,0.17092367829,0.536375637917
R_ALATHRNaEx,0.0,0.0
R_ALATL,0.0,0.0
R_ALATRS,0.0,0.0
R_ALAabc,-25.7805434027,0.30790191248
R_ALAabcpp,-25.7805434027,0.30790191248
R_ALAt2pp,0.0,0.0
R_ALAt2r,0.0,0.0
R_ALAt2rL,0.0,0.0
R_ALAt4,0.0,0.0
R_ALAt4pp,0.0,0.0
R_ALAtN1,0.0,0.0
R_ALAtex,0.0,0.0
R_ALAtm,0.0,0.0
R_ALAtmi,0.0,0.0
R_ALAtx,0.0,0.0
R_ALCD1,33.4274495514,3.32762315627
R_ALCD19,-38.7868156279,2.02598720431
R_ALCD19y,-38.9726060623,2.02322509092
R_ALCD20y,6.87572708702,0.318826674492
R_ALCD21_D,22.3304173813,1.00950508949
R_ALCD21_L,29.5973843266,1.52541024224
R_ALCD22_L,9.91192504052,2.1077903186
R_ALCD24xi,-58.5431563516,1.78367249278
R_ALCD24xim,-58.5431563516,1.78367249278
R_ALCD24yi,-58.7289467861,1.79783910221
R_ALCD25xi,-22.3304173813,1.00950508949
R_ALCD25xim,-22.3304173813,1.00950508949
R_ALCD25yi,-22.5162078157,1.03432992881
R_ALCD26xi,-22.3304173813,1.00950508949
R_ALCD26xim,-22.3304173813,1.00950508949
R_ALCD2ir,-20.8872258223,0.326471015089
R_ALCD2irm,-20.8872258223,0.326471015089
R_ALCD2m,20.8872258223,0.326471015089
R_ALCD2x,20.8872258223,0.326471015089
R_ALCD2y,21.0730162567,0.469398243826
R_ALCD2yi,-21.0730162567,0.469398243826
R_ALCD3,25.2189794937,3.1250962428
R_ALCD3ir,-25.2189794937,3.1250962428
R_ALCDH_nadp_hi,-21.0730162567,0.469398243826
R_ALCDkt,-39.5672891877,5.49150461138
R_ALDD1,-44.1755231185,1.96545959854
R_ALDD16,-37.5953601174,6.2394948977
R_ALDD19x_P,24.5956591064,2.02358648754
R_ALDD19xr,24.409868672,2.01208975224
R_ALDD20x,-38.187849076,1.11652288576
R_ALDD20xm,-38.187849076,1.11652288576
R_ALDD20y,-38.0020586416,1.1371105733
R_ALDD20ym,-38.0020586416,1.1371105733
R_ALDD22x,-42.3020716081,5.99993357444
R_ALDD2x,-48.1603320126,1.30625506768
R_ALDD2xm,-48.1603320126,1.30625506768
R_ALDD2y,-47.9745415781,1.33317573212
R_ALDD2ym,-47.9745415781,1.33317573212
R_ALDD3,-50.5650788423,2.60038411214
R_ALDD31,-41.0356301309,2.00046545214
R_ALDD3y,-50.3792884078,2.60817233473
R_ALDD4,-42.9307805376,3.90711554799
R_ALDH,-39.9192011564,1.11652288576
R_ALDSTRNte,0.0,0.0
R_ALDSTRNtm,0.0,0.0
R_ALKP,-12.530650517,2.1946798403
R_ALLK,-8.43984981988,1.8093053541
R_ALLTAHr,1.85520349279,2.9601378257
R_ALLTN,-54.4485743308,9.45887802918
R_ALLTNt2r,0.0,0.0
R_ALLTNt2rpp,0.0,0.0
R_ALLTNtex,0.0,0.0
R_ALLTNti,0.0,0.0
R_ALLTNtm,0.0,0.0
R_ALLTTti,0.0,0.0
R_ALLTTtm,0.0,0.0
R_ALLabcpp,-25.7805434027,0.30790191248
R_ALLtex,0.0,0.0
R_ALOX12R,-0.00166151206895,0.0
R_ALOX15,-0.000177927118784,0.0
R_ALOX5,0.00516042772756,0.0
R_ALOX52,-0.00063964274068,0.0
R_ALR,-30.0579345731,2.11392947834
R_ALR2,-19.8419675361,1.72176775244
R_ALR3,-20.0389226999,1.00070719641
R_ALR4x,-19.8531322654,0.975026675028
R_ALTRH,-37.4292869427,3.71321302656
R_AM6PTh,-16.3100368908,1.43660075621
R_AM6SAD,-37.7721316557,1.11652288576
R_AMACR2p,-170.610449691,2.38598915296
R_AMACR2r,-170.610449691,2.38598915296
R_AMALT1,-1.16794274648,2.24814743963
R_AMALT2,-1.16793671445,2.24814743963
R_AMALT3,-1.16793739726,2.24814743963
R_AMALT4,-1.16793811248,2.24814743963
R_AMANAPEr,-2.17530559336,2.9601378257
R_AMANK,-12.4400457519,3.05683732834
R_AMAOTr,-0.564717969105,0.0
R_AMETAMth,0.0,0.0
R_AMETAMtm,0.0,0.0
R_AMETr,0.0,0.0
R_AMETt2,0.0,0.0
R_AMETt2h,0.0,0.0
R_AMETt2m,0.0,0.0
R_AMETt2m_1,0.0,0.0
R_AMETtg,0.0,0.0
R_AMETtm,0.0,0.0
R_AMETtn,0.0,0.0
R_AMPMS,0.0,0.0
R_AMPMS2,-240.954409067,5.62286807022
R_AMPN,-19.3587781973,1.96073627631
R_AMPTASECG,6.63524852544,4.82979041538
R_AMPTASECGe,6.63524852544,4.82979041538
R_AMPt,0.0,0.0
R_AMPt6,0.0,0.0
R_AMPtex,0.0,0.0
R_AMPth,0.0,0.0
R_AMPtn,0.0,0.0
R_AMPtn_1,0.0,0.0
R_AMPtp,0.0,0.0
R_AMPtr,0.0,0.0
R_ANDRSTRNGLCte,-25.7805434027,0.30790191248
R_ANDRSTRNGLCtr,0.0,0.0
R_ANDRSTRNte,0.0,0.0
R_ANDRSTRNtr,0.0,0.0
R_ANNAT,2.02808914997,2.9601378257
R_ANNATn,2.02808914997,2.9601378257
R_ANPRT,-53.8641420867,3.41209621767
R_ANS,-77.6371102593,6.37938022679
R_ANTPPT,-53.8641420867,3.41209621767
R_ANXANOR,-289.455866294,200000.000153
R_AOBUTDs,-19.6130533754,3.105479303
R_AOBUTDsm,-19.6130533754,3.105479303
R_AOBUTDxs,-19.6130533754,3.105479303
R_AOOA,-7.60909967306,2.9601378257
R_AOOAh,-7.60909967306,2.9601378257
R_AOTA,11.1504387501,3.25216829858
R_AOXHEXCYCL,-7.10084920916,8.47287742602
R_AOXSr,18.4787585563,3.75694394843
R_AP4AH,-35.877144884,9.32172799027
R_AP4AH1,-34.0970387553,9.32045112541
R_AP4AS,-0.946655428273,9.32809745804
R_AP5AH,1.95543564342,0.0
R_APAPTm,17.7530226474,100000.000192
R_APAT2rm,-3.82577196743,3.00834086701
R_APATT,-48.9071597599,9.37215420648
R_APATr,-3.99669564572,2.9601378257
R_APCPT,-15.0164532663,1.2233063929
R_APCS,17.7530226474,100000.000192
R_APENTAMAH,-11.1745148632,2.22901020098
R_APLh,-2.79811818825,1.89859008377
R_APLm,-2.79811818825,1.89859008377
R_APNNOXte,0.0,0.0
R_APNPT,-16.0212052084,1.2233063929
R_APNn,-42.2457066102,1.13736800706
R_APOFETNs,0.0,0.0
R_APPAT,-15.7677681694,5.15738537648
R_APPLDHr,-19.5248534586,0.975026675028
R_APPLP,-3.95709524833,1.31139501947
R_APPNNte,0.0,0.0
R_APPTh,33.0501009631,2.82775301711
R_APPTm,33.0501009631,2.82775301711
R_APRAUR,-25.9022827805,1.52304734077
R_APRGSTRNte,0.0,0.0
R_APSR,-33.0449629852,4.04799160499
R_APStn,0.0,0.0
R_APTNAT,0.184735972922,1.90032744581
R_APhi,-40.0572798441,0.639005983954
R_AQCOBALt,0.0,0.0
R_ARABDI,5.31499731647,0.749706274116
R_ARABR,-14.3297549285,1.59577883352
R_ARAB_Dt,0.0,0.0
R_ARAB_Lt,0.0,0.0
R_ARACHDCOAtx,0.0,0.0
R_ARACHDt2,0.0,0.0
R_ARACHDtr,0.0,0.0
R_ARACHt,0.0,0.0
R_ARAI,15.3386162027,2.14869997266
R_ARAT,9.78419685038,2.00360191966
R_ARBTNabcpp,-25.7805434027,0.30790191248
R_ARBTNtonex,0.0,0.0
R_ARBTpts,-39.0657415384,1.28885449987
R_ARBTptspp,-39.0657415384,1.28885449987
R_ARBTtex,0.0,0.0
R_ARB_Dabc,-25.7805434027,0.30790191248
R_ARBabc,-25.7805434027,0.30790191248
R_ARBabcpp,-25.7805434027,0.30790191248
R_ARBt2r,0.0,0.0
R_ARBt2rpp,0.0,0.0
R_ARBt3ipp,0.0,0.0
R_ARBtex,0.0,0.0
R_ARD1,-515.116563017,4.65781772529
R_ARD_1,-509.862752668,3.38190069181
R_ARGAGMt7pp,0.0,0.0
R_ARGDC,-15.4037343593,5.91002545192
R_ARGDCm,-15.4037343593,5.91002545192
R_ARGDCpp,-15.4037343593,5.91002545192
R_ARGDh,-24.5665774672,3.52175089844
R_ARGLYSex,0.0,0.0
R_ARGN,-28.640417517,6.39507825261
R_ARGNm,-28.640417517,6.39507825261
R_ARGORNt7,0.0,0.0
R_ARGORNt7pp,0.0,0.0
R_ARGSL,11.6838911794,2.9601378257
R_ARGSS,1.11688174714,1.48006891285
R_ARGSS_1,1.11688174714,1.48006891285
R_ARGTRS,0.0,0.0
R_ARGTRSm,0.0,0.0
R_ARG_Ltm,0.0,0.0
R_ARGabc,-25.7805434027,0.30790191248
R_ARGabcpp,-25.7805434027,0.30790191248
R_ARGt2m,0.0,0.0
R_ARGt2r,0.0,0.0
R_ARGt3pp,0.0,0.0
R_ARGt4,0.0,0.0
R_ARGt5r,0.0,0.0
R_ARGt6,0.0,0.0
R_ARGtex,0.0,0.0
R_ARGtm,0.0,0.0
R_ARMT,37.5061416095,100000.00011
R_AROH,-80.3633728945,8.91351952426
R_ARUH,1.64832710284,4.77186842075
R_ASAD,-16.2105125588,1.70903637051
R_ASADH,16.2105125588,1.70903637051
R_ASADi,16.2105125588,1.70903637051
R_ASAPT,-16.1563456373,100000.000192
R_ASCBPL,-95.2642029765,100000.000041
R_ASNALANaEx,0.0,0.0
R_ASNCYSNaEx,0.0,0.0
R_ASNGLNNaEx,0.0,0.0
R_ASNNA1tm,0.0,0.0
R_ASNS1,-30.0885328375,3.68971141339
R_ASNSERNaEx,0.0,0.0
R_ASNTHRNaEx,0.0,0.0
R_ASNTRAT,0.0,0.0
R_ASNTRS,0.0,0.0
R_ASNTRS_1,0.0,0.0
R_ASNTRSm,0.0,0.0
R_ASNabc,-25.7805434027,0.30790191248
R_ASNabcpp,-25.7805434027,0.30790191248
R_ASNt2m,0.0,0.0
R_ASNt2r,0.0,0.0
R_ASNt2rpp,0.0,0.0
R_ASNt4,0.0,0.0
R_ASNt6,0.0,0.0
R_ASNt7,0.0,0.0
R_ASNtN1,0.0,0.0
R_ASNtex,0.0,0.0
R_ASNtm,0.0,0.0
R_ASNtm_1,0.0,0.0
R_ASNtx,0.0,0.0
R_ASO3t4pp,0.0,0.0
R_ASO3t8pp,-25.7805434027,0.30790191248
R_ASO3tex,0.0,0.0
R_ASO4rt2rpp,0.0,0.0
R_ASO4t4pp,0.0,0.0
R_ASO4tex,0.0,0.0
R_ASP1DC,-20.5980501443,6.04365087111
R_ASP4DC,-13.8243004996,3.22727725769
R_ASPATh,2.8846995671,0.548833391067
R_ASPCT,-21.194409551,2.9601378257
R_ASPCT_1,-21.194409551,2.9601378257
R_ASPCTm,-21.194409551,2.9601378257
R_ASPCTn,-21.194409551,2.9601378257
R_ASPDt6,0.0,0.0
R_ASPDxt,0.0,0.0
R_ASPGLU2m,0.0,0.0
R_ASPGLUm,0.0,0.0
R_ASPGLUtp,0.0,0.0
R_ASPK,19.1855278204,2.9601378257
R_ASPK_1,19.1855278204,2.9601378257
R_ASPNA1th,0.0,0.0
R_ASPNA1tm,0.0,0.0
R_ASPNATm,-18.6402908645,2.41359659783
R_ASPO2,63.5298436149,2.39872735673
R_ASPO2y,63.7156340493,2.4182122871
R_ASPO5,1.15946660745,3.30555164005
R_ASPO5_1,1.15946660745,3.30555164005
R_ASPO6,-69.1124357461,4.79480200369
R_ASPO6_1,-69.1124357461,4.79480200369
R_ASPOcm,48.5156975342,3.77196372032
R_ASPOcm_1,48.5156975342,3.77196372032
R_ASPR,-4.94914266623,1.98525549616
R_ASPSAth,0.0,0.0
R_ASPTA,2.8846995671,0.548833391067
R_ASPTA6,-2.71377588881,0.73615972918
R_ASPTAm,2.8846995671,0.548833391067
R_ASPTAp,2.8846995671,0.548833391067
R_ASPTRS,0.0,0.0
R_ASPTRS_Asn,0.0,0.0
R_ASPTRSm,0.0,0.0
R_ASPabc,-25.7805434027,0.30790191248
R_ASPabcpp,-25.7805434027,0.30790191248
R_ASPt2_2,0.0,0.0
R_ASPt2_2pp,0.0,0.0
R_ASPt2_3,0.0,0.0
R_ASPt2_3pp,0.0,0.0
R_ASPt2m,0.0,0.0
R_ASPt2n,0.0,0.0
R_ASPt2pp,0.0,0.0
R_ASPt2r,0.0,0.0
R_ASPt5n,0.0,0.0
R_ASPt6,0.0,0.0
R_ASPt7,0.0,0.0
R_ASPtex,0.0,0.0
R_ASPth,0.0,0.0
R_ASPtx,0.0,0.0
R_ASR2,42.3354493395,0.0
R_AST,-15.0612167504,5.5656354481
R_ATAH,1.85520349279,2.9601378257
R_ATAMh,-1.78010612871,0.161331902051
R_ATDAMh,0.329843933111,1.45719261251
R_ATDAMm,0.329843933111,1.45719261251
R_ATDGDm,2.7572562659,2.39335845056
R_ATGDm,-2.47983147707,1.34552027429
R_ATHRDHr,18.2703153168,1.00070719641
R_ATNAH,-54.4485743308,9.45887802918
R_ATNS,-77.6371102593,6.37938022679
R_ATP1ter,0.0,0.0
R_ATP2ter,0.0,0.0
R_ATP2tp_H,0.0,0.0
R_ATPATF1,10.0966014813,9.32053506517
R_ATPATF3,23.7662763018,7.57706731907
R_ATPH1,-49.7809806766,0.603658262012
R_ATPH1e,-49.7809806766,0.603658262012
R_ATPH2e,-24.0004372739,0.316878608064
R_ATPPHm,-25.7805434027,0.30790191248
R_ATPPRT,-47.3887683406,0.0
R_ATPS,-25.7805434027,0.30790191248
R_ATPS1,-25.7805434027,0.30790191248
R_ATPS10_3,77.341630208,0.92370573744
R_ATPS10rpp,77.341630208,0.92370573744
R_ATPS3g,25.7805434027,0.30790191248
R_ATPS3m,25.7805434027,0.30790191248
R_ATPS3v,25.7805434027,0.30790191248
R_ATPS4m,25.7805434027,0.30790191248
R_ATPS4r,25.7805434027,0.30790191248
R_ATPS4rpp,25.7805434027,0.30790191248
R_ATPS4rpp_1,77.341630208,0.92370573744
R_ATPSh,25.7805434027,0.30790191248
R_ATPSu,77.341630208,0.92370573744
R_ATP_3h_th,0.0,0.0
R_ATP_3h_tm,0.0,0.0
R_ATPasel,-25.7805434027,0.30790191248
R_ATPtm,0.0,0.0
R_ATPtm_H,0.0,0.0
R_ATPtn,0.0,0.0
R_ATPtp_H,0.0,0.0
R_ATPtx,0.0,0.0
R_ATRZCH,-41.4702557562,0.0
R_ATS,-78.8475474074,4.45505760456
R_AUNOR,-25.9022827805,1.52304734077
R_AUS,-13.9839459246,1.23002388087
R_AVITE1t,0.0,0.0
R_AVITE2t,0.0,0.0
R_BAAT1x,-22.7148528868,2.46762620164
R_BAAT2x,0.0,0.0
R_BAAT3x,-22.7338178465,2.46762620164
R_BACCL,1167.59274383,100000.000049
R_BACCLm,1167.59274383,100000.000049
R_BADP,-3.84067231975,5.56832962872
R_BALAVECSEC,-25.7805434027,0.30790191248
R_BALAt2pp,0.0,0.0
R_BALAt2r,0.0,0.0
R_BALAtex,0.0,0.0
R_BALAtmr,0.0,0.0
R_BATHORHODOPSINI,0.0,0.0
R_BBHOX,-449.661037641,4.89735237526
R_BCACT,-4.09567300776,3.29231256008
R_BCAROH,-407.826991238,3.25156014611
R_BCAROHX,-407.826991238,3.25156014611
R_BCAROHX2,-407.826991238,3.25156014611
R_BCAROKE,-402.106128873,3.5127040237
R_BCDO,-364.534022638,5.07106692573
R_BCOALIG,-9.59701920487,1.46708485328
R_BCOALIG2,-10.7546466254,1.46708485328
R_BCOR,56.15701365,2.70334473869
R_BCRPTXANH,-407.826991238,3.25156014611
R_BCT1_syn,-25.7805434027,0.30790191248
R_BCTA,4.3052531947,3.54272946724
R_BCTA_glu_h,-0.790460861864,1.59223389907
R_BCTA_val_h,3.54113479183,3.49607576007
R_BCTA_val_m,-3.54113479183,3.49607576007
R_BCTAh,4.3052531947,3.54272946724
R_BDG2HCGHD,38.7007146459,2.37800084845
R_BDH,10.7366476549,0.740034456426
R_BDHm,10.7366476549,0.740034456426
R_BETALDHx,-36.562627476,1.11652288576
R_BETALDHxm,-36.562627476,1.11652288576
R_BETALDHy,-36.3768370416,1.1371105733
R_BFBP,-7.7518753432,1.23002388087
R_BFBPh,-7.7518753432,1.23002388087
R_BFFS,-23.0902732867,2.73338562996
R_BGLA,-12.9151312358,1.90254837783
R_BGLK,-29.70290988,1.88620048216
R_BG_CELLB,-12.9151312358,1.90254837783
R_BHBt,0.0,0.0
R_BHBtm,0.0,0.0
R_BHBtpp,0.0,0.0
R_BHMT,26.8232396222,70710.6786231
R_BILDGLCURt,0.0,0.0
R_BILDGLCURte,-25.7805434027,0.30790191248
R_BILDGLCURtr,0.0,0.0
R_BILGLCURt,0.0,0.0
R_BILGLCURte,-25.7805434027,0.30790191248
R_BILGLCURtr,0.0,0.0
R_BILIRBU,0.0324245037359,2.5401141483
R_BILIRED,109.40512246,11.1003050187
R_BILIRED_1,109.40512246,11.1003050187
R_BILIRUBt2,0.0,0.0
R_BILIRUBtr,0.0,0.0
R_BIOCYTtn,0.0,0.0
R_BNOR,-8.44451955107,2.86347712545
R_BNORh,-8.44451955107,2.86347712545
R_BPNT,-9.02481945007,3.06942954236
R_BPNT2,-10.9806004646,5.85104985184
R_BSCT,-18.0558372421,3.10161091698
R_BTCOARx,8.44451955107,2.86347712545
R_BTDD_RR,14.9828870816,2.0931335298
R_BTDt6_RR,0.0,0.0
R_BTDt_RR,0.0,0.0
R_BTNC,0.0,0.0
R_BTND1,4.05519461671,2.15716492667
R_BTND1n,4.05519461671,2.15716492667
R_BTNDe,4.05519461671,2.15716492667
R_BTNDm,4.05519461671,2.15716492667
R_BTNt2i,0.0,0.0
R_BTNt2ipp,0.0,0.0
R_BTNt2m,0.0,0.0
R_BTNt3i,-25.7805434027,0.30790191248
R_BTNt4i,0.0,0.0
R_BTNtex,0.0,0.0
R_BTNtn,0.0,0.0
R_BTP,-43.2945099143,0.0
R_BTPS,-35.877144884,9.32172799027
R_BTS,-23.4570739533,2.42404597258
R_BTS2,0.0,0.0
R_BTS3r,-24.024859438,100000.001282
R_BTS4,-36.7776505938,141421.357123
R_BTS_1,-24.024859438,100000.001282
R_BTS_nadph,-23.6428643877,2.4433124884
R_BTSr,0.0,0.0
R_BUTCT,4.09567300776,3.29231256008
R_BUTKr,29.7382039973,3.38830555428
R_BUTt,0.0,0.0
R_BUTt2m,0.0,0.0
R_BUTt2r,0.0,0.0
R_BUTt2rpp,0.0,0.0
R_BUTt4pp,0.0,0.0
R_BUTtex,0.0,0.0
R_BVITEt,0.0,0.0
R_BZ12DOX,-340.67134876,8.09091980529
R_BZALCt2pp,0.0,0.0
R_BZALCtex,0.0,0.0
R_BZALDH,21.1907902656,0.787321913764
R_BZALt2pp,0.0,0.0
R_BZALtex,0.0,0.0
R_BZDH,-38.1835141659,1.11652288576
R_BZDIOLDH,-92.671276824,9.05064970116
R_BZSCD,43.5292941464,3.41092499142
R_BZSCT,-3.11550466525,1.63774474164
R_BZSS,-40.475217459,2.09617532801
R_BZt,0.0,0.0
R_BZt1pp,0.0,0.0
R_BZtex,0.0,0.0
R_BZtr,0.0,0.0
R_C100SN,0.0,0.0
R_C120SN,0.0,0.0
R_C140SN,0.0,0.0
R_C160CPT1,1.92409335464,2.96013790565
R_C160CPT2,-1.92409335464,2.96013790565
R_C160CPT2rbc,-1.92409335464,2.96013790565
R_C160CRNt,0.0,0.0
R_C181SN,0.0,0.0
R_C226COAtx,0.0,0.0
R_C2M26DCOAHLm,3.21858323973,1.87979897523
R_C2M26DCOAHLx,3.21858323973,1.87979897523
R_C3STKR1,-5.72086236469,1.55704947717
R_C8STI,6.80176517178,6.83422512349
R_CA2abc,-25.7805434027,0.30790191248
R_CA2abc1,-25.7805434027,0.30790191248
R_CA2abc1pp,-25.7805434027,0.30790191248
R_CA2abcpp,-25.7805434027,0.30790191248
R_CA2t,0.0,0.0
R_CA2t3pp,0.0,0.0
R_CA2tex,0.0,0.0
R_CAATPS,-25.7805434027,0.30790191248
R_CACOAHA,-1.85128912564,1.80548863309
R_CADMO,-407.826991238,3.25156014611
R_CADVt,0.0,0.0
R_CADVtpp,0.0,0.0
R_CAFFCOA,-9.75116464952,1.46708485328
R_CAMPt,-25.7805434027,0.30790191248
R_CAROMO,-364.534022638,5.07106692573
R_CAROtr,0.0,0.0
R_CAROtu,0.0,0.0
R_CAT,-193.067739481,6.80686912914
R_CAT23DOX,-257.901739296,5.40934135857
R_CAT2p,-304.822793019,3.30382577626
R_CATDOX,-311.995034029,5.69706908387
R_CATECHOLtex,0.0,0.0
R_CATECHOLtpp,0.0,0.0
R_CATm,-193.067739481,6.80686912914
R_CATp,-193.067739481,6.80686912914
R_CAt4,0.0,0.0
R_CAt6,0.0,0.0
R_CAt6pp,0.0,0.0
R_CAt7r,0.0,0.0
R_CBASPtn,0.0,0.0
R_CBIAT,0.0,0.0
R_CBIAT_DELETE,0.0,0.0
R_CBIabc,-25.7805434027,0.30790191248
R_CBItonex,0.0,0.0
R_CBIuabcpp,-25.7805434027,0.30790191248
R_CBL1abc,-25.7805434027,0.30790191248
R_CBL1abcpp,-25.7805434027,0.30790191248
R_CBL1tonex,0.0,0.0
R_CBL2OR,0.0,0.0
R_CBL2abc,-25.7805434027,0.30790191248
R_CBL2tm,0.0,0.0
R_CBLAT,0.0,0.0
R_CBLAT_DELETE,0.0,0.0
R_CBLATm,0.0,0.0
R_CBPS,-6.24256026726,2.67107214269
R_CBPSn,-6.24256026726,2.67107214269
R_CBPter,0.0,0.0
R_CBPtn,0.0,0.0
R_CBR1,-1.22515725148,1.74244137231
R_CBR2,-5.72124291169,1.55704947717
R_CCA_D3t,0.0,0.0
R_CCA_D3tm,0.0,0.0
R_CCP,0.0,0.0
R_CCP2m,0.0,0.0
R_CD2abc1,-25.7805434027,0.30790191248
R_CD2abc2,-25.7805434027,0.30790191248
R_CD2abcpp,-25.7805434027,0.30790191248
R_CD2t3pp,0.0,0.0
R_CD2t4,0.0,0.0
R_CD2t4pp,0.0,0.0
R_CD2tex,0.0,0.0
R_CD2tpp,0.0,0.0
R_CDGR,-2.22666714534,70710.6782247
R_CDPGLC46DH,-56.6715413077,2.7613919282
R_CDPMEK,-6.39522323739,4.13324795329
R_CDPPH,-23.3460514727,2.97610811881
R_CDPtn,0.0,0.0
R_CELLBabc,-25.7805434027,0.30790191248
R_CEPA,3.49733124822,1.70903637051
R_CGLYabcpp,-25.7805434027,0.30790191248
R_CGLYt3_2,0.0,0.0
R_CGLYtex,0.0,0.0
R_CGMPt,-25.7805434027,0.30790191248
R_CH25H,-403.168216319,3.16816762482
R_CH4St,0.0,0.0
R_CH4t,0.0,0.0
