,dG0,sdG0
R_CHAT,-9.62230743912,1.00209020347
R_CHATn,-9.62230743912,1.00209020347
R_CHCOAL,-14.4429799587,1.46708485328
R_CHDCCH,0.016009277399,2.9601378257
R_CHLADMT,0.0,0.0
R_CHLAE,-0.835567397512,0.0
R_CHLASE,-40.9454723966,0.0
R_CHLASP,-2.98129288374,0.0
R_CHLAtu,0.0,0.0
R_CHLBSP,-2.36265370944,0.0
R_CHLDA1tu,-25.7805434027,0.30790191248
R_CHLDA2tu,-25.7805434027,0.30790191248
R_CHLDADMT,0.0,0.0
R_CHLDAO,0.829485747937,0.0
R_CHLDBtu,0.0,0.0
R_CHLP,-9.09107937588,0.414499879549
R_CHLPCTD,3.62064802886,2.96013800496
R_CHLSTD78I,6.80176517178,6.83422512349
R_CHLSTI_1,6.80176514817,3.72387035061
R_CHLSTR,-58.7289467861,1.79783910221
R_CHLabc,-25.7805434027,0.30790191248
R_CHLabcpp,-25.7805434027,0.30790191248
R_CHLt2,0.0,0.0
R_CHLt2pp,0.0,0.0
R_CHLtex,0.0,0.0
R_CHLtm,0.0,0.0
R_CHOLATEt,0.0,0.0
R_CHOLATEt2,0.0,0.0
R_CHOLATEt3,-25.7805434027,0.30790191248
R_CHOLD,18.3834986307,1.21429764718
R_CHOLD2,3.36935255004,3.16937142022
R_CHOLD2m,3.36935255004,3.16937142022
R_CHOLK,-16.6894640268,0.516347671016
R_CHOLPtg,0.0,0.0
R_CHOLPtl,0.0,0.0
R_CHOLSH,-44.7927749076,0.0
R_CHOLS_ex,0.0,0.0
R_CHOLSabc,-25.7805434027,0.30790191248
R_CHOLSabc_1,-25.7805434027,0.30790191248
R_CHOLt4,0.0,0.0
R_CHOLtg,0.0,0.0
R_CHOLtn,0.0,0.0
R_CHOLtr,0.0,0.0
R_CHOLtu,0.0,0.0
R_CHORM,-21.0706625808,4.55560474849
R_CHORS,-46.7804634986,3.64091486126
R_CHORt2,0.0,0.0
R_CHPHYS,-2.98129288374,0.0
R_CHRM,-21.0706625808,4.55560474849
R_CHRPL,-87.7065494273,6.05524798933
R_CHRS,-46.7804634986,3.64091486126
R_CHSTEROLSULT,-236.441169731,70710.6781833
R_CHSTEROLt,-25.7805434027,0.30790191248
R_CHSTEROLt1,0.0,0.0
R_CHSTEROLt2,0.0,0.0
R_CHSTEROLt3,0.0,0.0
R_CHSTEROLtg,-25.7805434027,0.30790191248
R_CHTBStex,0.0,0.0
R_CHTNASE,0.0,0.0
R_CHTNASEe,0.0,0.0
R_CHYA1,-407.826991238,3.25156014611
R_CHYA2,-407.826991238,3.25156014611
R_CINNDO,-390.254177164,7.51341685483
R_CITACt,0.0,0.0
R_CITALALDOR,-170.824807063,4.34180102802
R_CITCIa,-2.99079391334,2.87881505914
R_CITCIb,9.38262029081,2.8414461565
R_CITL,5.41809454336,0.481330663774
R_CITMCOAHm,-4.6343916187,1.6039936528
R_CITMCOALm,10.7653597232,1.60579923015
R_CITMS,-31.3766082071,1.86011831087
R_CITRLtm,0.0,0.0
R_CITRt2r,0.0,0.0
R_CITRtm,0.0,0.0
R_CITabc,-25.7805434027,0.30790191248
R_CITt10,0.0,0.0
R_CITt11,0.0,0.0
R_CITt12,0.0,0.0
R_CITt13,0.0,0.0
R_CITt14,0.0,0.0
R_CITt15,0.0,0.0
R_CITt2r,0.0,0.0
R_CITt3pp,0.0,0.0
R_CITt4_1,0.0,0.0
R_CITt4_2,0.0,0.0
R_CITt4_4,0.0,0.0
R_CITt4pp,0.0,0.0
R_CITt7,0.0,0.0
R_CITt7pp,0.0,0.0
R_CITt_kt,0.0,0.0
R_CITtam,0.0,0.0
R_CITtap,0.0,0.0
R_CITtbm,0.0,0.0
R_CITtcm,0.0,0.0
R_CITtcp,0.0,0.0
R_CITtex,0.0,0.0
R_CITtupp,0.0,0.0
R_CITx,0.0,0.0
R_CK,13.6379356424,0.209838606888
R_CKc,13.6379356424,0.209838606888
R_CLB6PH,-19.1657284171,2.44346392418
R_CLBH,-12.9151312358,1.90254837783
R_CLBptspp,-37.8844168368,3.04812226235
R_CLBtex,0.0,0.0
R_CLBtpp,0.0,0.0
R_CLFORtex,0.0,0.0
R_CLFORtex2,0.0,0.0
R_CLHCO3tex2,0.0,0.0
R_CLHCOtex,0.0,0.0
R_CLI2tex,0.0,0.0
R_CLOHtex2,0.0,0.0
R_CLOXAtex2,0.0,0.0
R_CLPNDCOAtx,0.0,0.0
R_CLPNDt,0.0,0.0
R_CLt3_2pp,0.0,0.0
R_CLt3r_2,0.0,0.0
R_CLtex,0.0,0.0
R_CMCMSAD,-37.4875558671,1.76586636923
R_CMHMI,-0.00385574520502,0.0
R_CMK,-6.39522323739,4.13324795329
R_CMLDC,-75.2172356483,5.28555403719
R_CMPACNAtg,0.0,0.0
R_CMPACNAtn,0.0,0.0
R_CMPN,-14.2227046585,2.51786076245
R_CMPSAS,227.407550623,70710.6782521
R_CMPSASn,227.407550623,70710.6782521
R_CMPt6,0.0,0.0
R_CMPtex,0.0,0.0
R_CMPth,0.0,0.0
R_CMPtm,0.0,0.0
R_CMS,-4.24390126182,1.6528046617
R_CMtex,0.0,0.0
R_CMtpp,0.0,0.0
R_CO2t,0.0,0.0
R_CO2ter,0.0,0.0
R_CO2tex,0.0,0.0
R_CO2tg,0.0,0.0
R_CO2th,0.0,0.0
R_CO2tm,0.0,0.0
R_CO2tn,0.0,0.0
R_CO2tp,0.0,0.0
R_CO2tpp,0.0,0.0
R_CO2tpp_1,0.0,0.0
R_CO2tv,0.0,0.0
R_COA1819ZD9DS,0.0,0.0
R_COAHLp,-38.4855200277,2.94110023356
R_COALCDH,9.81959437316,1.74244137231
R_COALDDH,-31.9272387177,1.39852120748
R_COA_h_tx,0.0,0.0
R_COAt,0.0,0.0
R_COAtg,0.0,0.0
R_COAth,0.0,0.0
R_COAtim,0.0,0.0
R_COAtl,0.0,0.0
R_COAtn,0.0,0.0
R_COAtp,0.0,0.0
R_COAtr,0.0,0.0
R_COAts,0.0,0.0
R_COBALT2abcpp,-25.7805434027,0.30790191248
R_COBALT2t3pp,0.0,0.0
R_COBALT2tex,0.0,0.0
R_COBALT2tpp,0.0,0.0
R_COBALTt4pp,0.0,0.0
R_COBALTt5,0.0,0.0
R_COBS,0.0,0.0
R_COCHL,0.0,0.0
R_COCOAHA,-2.17379982927,1.80548863309
R_CODH3,0.0,0.0
R_CODSCL2MT,0.0,0.0
R_CODSCL3MT,9.56384466108,0.0
R_CODSCL4MT,13.3440493096,0.0
R_CODSCL5BMT,-92.8075263031,0.0
R_CODSCL5DA,-49.8544533185,0.0
R_CODSCL6ARED,42.7766769459,7.61192786196
R_CODSCL6BMT,-68.6262143953,100000.000164
R_COKECBESr,-25.1739730672,2.27578366063
R_CONFRLtex,0.0,0.0
R_CONFRLtpp,0.0,0.0
R_COORr,-60.1376516391,5.18821691363
R_CORE4GTg,0.0,0.0
R_COUCOAFm,-9.79823281444,1.46708485328
R_COUMARINte,0.0,0.0
R_COabc,-25.7805434027,0.30790191248
R_COt,0.0,0.0
R_COt_1,0.0,0.0
R_CPC2MT,0.0,0.0
R_CPC3MT,9.56384466108,0.0
R_CPC4MT,-38.9012257955,0.0
R_CPC5MT,-90.4167045166,0.0
R_CPC6MT,-89.2323207771,200000.000262
R_CPC6R,42.7766769459,7.61192786196
R_CPC8MM,101.721261159,0.0
R_CPCTDTX,0.0,0.0
R_CPK1,-1.9585163108,4.79600360243
R_CPMPS,-39.5178593898,0.0
R_CPP1O,0.0,0.0
R_CPP3O,0.0,0.0
R_CPPPGO,-355.966489899,7.68079842788
R_CPPPGO2,52.3958070925,200000.000346
R_CPPPGO_1,-162.898750418,10.8540401932
R_CREATt4_2_r,0.0,0.0
R_CREATtmdiffir,0.0,0.0
R_CRESt2ipp,0.0,0.0
R_CREStex,0.0,0.0
R_CRETINOLOR1,31.4691304271,3.05122787559
R_CRETINOLOR2,31.6549208615,3.06497862806
R_CRETINOLPMTACT,-5.54254006514,2.16097041475
R_CRMPte,0.0,0.0
R_CRNCAR3tp,0.0,0.0
R_CRNCARtm,0.0,0.0
R_CRNCARtp,0.0,0.0
R_CRNDabcpp,-25.7805434027,0.30790191248
R_CRNDt2rpp,0.0,0.0
R_CRNDtex,0.0,0.0
R_CRNabc,-25.7805434027,0.30790191248
R_CRNabcpp,-25.7805434027,0.30790191248
R_CRNt,0.0,0.0
R_CRNt2rpp,0.0,0.0
R_CRNt7,0.0,0.0
R_CRNt7pp,0.0,0.0
R_CRNt8pp,0.0,0.0
R_CRNtHa,0.0,0.0
R_CRNtex,0.0,0.0
R_CRNtim,0.0,0.0
R_CRNtp,0.0,0.0
R_CRNtuNa,0.0,0.0
R_CRTNh,2.832446163,4.26088943716
R_CRTNsyn,-42.250925208,4.26918887626
R_CRTSLt,0.0,0.0
R_CRTSLtm,0.0,0.0
R_CRTSLtr,0.0,0.0
R_CRTSTRNt,0.0,0.0
R_CRTSTRNtm,0.0,0.0
R_CRTSTRNtr,0.0,0.0
R_CS,-35.8086825221,0.441909302827
R_CSNAT2m,0.531610527382,2.96013773243
R_CSNAT3x,-0.531610527382,2.96013773243
R_CSNATer,-1.16644543051,1.48006898822
R_CSNATirm,-1.16644543051,1.48006898822
R_CSNATm,1.16644543051,1.48006898822
R_CSNATp,-1.16644543051,1.48006898822
R_CSNATr,-1.16644543051,1.48006898822
R_CSNt,0.0,0.0
R_CSNt2,0.0,0.0
R_CSNt2pp,0.0,0.0
R_CSNtex,0.0,0.0
R_CSPMDDC,-24.1894695384,3.105479303
R_CSPMDDH,-56.3358944331,5.36217620092
R_CSm,-35.8086825221,0.441909302827
R_CSp,-35.8086825221,0.441909302827
R_CTPS2,-10.935746665,2.59775944302
R_CTPth,0.0,0.0
R_CTPtm,0.0,0.0
R_CTPtn,0.0,0.0
R_CU2abcpp,-25.7805434027,0.30790191248
R_CU2abcu_syn,-25.7805434027,0.30790191248
R_CU2tex,0.0,0.0
R_CU2tpp,0.0,0.0
R_CUabcpp,-25.7805434027,0.30790191248
R_CXHY,-407.826991238,3.25156014611
R_CYANST,-43.714760701,0.0
R_CYANSTm,-43.714760701,0.0
R_CYANSTpp,-43.714760701,0.0
R_CYANt,0.0,0.0
R_CYANtex,0.0,0.0
R_CYANtm,0.0,0.0
R_CYARTMT,-39.9180285502,0.0
R_CYEUOLS,0.0,0.0
R_CYNTt2,0.0,0.0
R_CYNTt2pp,0.0,0.0
R_CYNTtex,0.0,0.0
R_CYO1b,0.0,0.0
R_CYOO2pp,0.0,0.0
R_CYOO6m,0.0,0.0
R_CYOO_HP,0.0,0.0
R_CYOOm,0.0,0.0
R_CYOOm2,0.0,0.0
R_CYOOm3,0.0,0.0
R_CYRDAAT,0.0,0.0
R_CYRDAR,0.0,0.0
R_CYRDAR2,0.0,0.0
R_CYRDAS,-29.7546226093,0.0
R_CYS,-25.5812006949,4.35066945583
R_CYSALANaEx,0.0,0.0
R_CYSAMO,-70.6249145062,100000.000113
R_CYSASNNaEx,0.0,0.0
R_CYSAT,16.5541281767,4.64453047835
R_CYSATm,16.5541281767,4.64453047835
R_CYSDO,-81.7357712518,100000.000108
R_CYSDSF,-27.7542301055,4.34841704592
R_CYSDabcpp,-25.7805434027,0.30790191248
R_CYSDtex,0.0,0.0
R_CYSGLNNaEx,0.0,0.0
R_CYSGLUexR,0.0,0.0
R_CYSGLYex,0.0,0.0
R_CYSGLYt2ir,0.0,0.0
R_CYSIabcpp,-25.7805434027,0.30790191248
R_CYSItex,0.0,0.0
R_CYSLY3,-40.1822299899,4.35871623988
R_CYSO,-81.7357712518,100000.000108
R_CYSS,-49.2151991647,5.28849863865
R_CYSS2,-41.1124861977,0.0
R_CYSSADS,-263.117547241,100000.000071
R_CYSSERNaEx,0.0,0.0
R_CYSS_1,-49.2151991647,5.28849863865
R_CYSS_2,-49.2151991647,5.28849863865
R_CYSS_trdrd,-43.8719137762,0.0
R_CYSTA,-16.5541281767,4.64453047835
R_CYSTAi,16.5541281767,4.64453047835
R_CYSTAm,-16.5541281767,4.64453047835
R_CYSTGLUex,0.0,0.0
R_CYSTHRNaEx,0.0,0.0
R_CYSTRS,0.0,0.0
R_CYSTS,-29.9162798672,2.69364747207
R_CYSTSERex,0.0,0.0
R_CYSTS_1,-55.0847659046,4.98323912438
R_CYSTabc,-25.7805434027,0.30790191248
R_CYSTtp,0.0,0.0
R_CYSabc,-25.7805434027,0.30790191248
R_CYSabc2pp,-25.7805434027,0.30790191248
R_CYSabcpp,-25.7805434027,0.30790191248
R_CYSt2r,0.0,0.0
R_CYSt4,0.0,0.0
R_CYStec,0.0,0.0
R_CYStex,0.0,0.0
R_CYSth,0.0,0.0
R_CYStpp,0.0,0.0
R_CYTBCYTC,0.0,0.0
R_CYTDH,1.50703874308,2.55083256082
R_CYTDK1,-10.476838081,2.76765954944
R_CYTDK2,-7.99700660395,3.05449094446
R_CYTDK2m,-10.476838081,2.76765954944
R_CYTDt,0.0,0.0
R_CYTDt2,0.0,0.0
R_CYTDt2pp,0.0,0.0
R_CYTDt4,0.0,0.0
R_CYTDt5,0.0,0.0
R_CYTDtex,0.0,0.0
R_CYTDtl,0.0,0.0
R_CYTDtm,0.0,0.0
R_CYTDtn,0.0,0.0
R_CYTK1,-2.43449192999,2.9601378257
R_CYTK10,-5.19174819589,3.80663335965
R_CYTK10n,-5.19174819589,3.80663335965
R_CYTK11,-5.13159247933,3.80664538505
R_CYTK11n,-5.13159247933,3.80664538505
R_CYTK12,-6.70424366597,4.82212992873
R_CYTK12n,-6.70424366597,4.82212992873
R_CYTK13,-5.50035194569,3.29936755411
R_CYTK13n,-5.50035194569,3.29936755411
R_CYTK14,0.509406981094,3.22306921153
R_CYTK14n,0.509406981094,3.22306921153
R_CYTK1m,-2.43449192999,2.9601378257
R_CYTK1n,-2.43449192999,2.9601378257
R_CYTK2,-2.37433621343,2.9601378257
R_CYTK2_1,-1.89836059424,3.77349103714
R_CYTK2_2,0.0,0.0
R_CYTK2n,-2.37433621343,2.9601378257
R_CYTK3,0.0453395470776,3.25159071862
R_CYTK3n,-1.89836059424,3.77349103714
R_CYTK4,0.105495263638,3.25159071862
R_CYTK4n,0.105495263638,3.25159071862
R_CYTK5n,0.0453395470776,3.25159071862
R_CYTK6n,-1.9585163108,4.79600360243
R_CYTK7,0.449251264534,3.22306921153
R_CYTK7n,0.449251264534,3.22306921153
R_CYTK8,-5.56050766225,3.29936755411
R_CYTK8n,-5.56050766225,3.29936755411
R_CYTK9,-6.76439938253,3.80664170923
R_CYTK9n,-6.76439938253,3.80664170923
R_CYTOM,-13.1793867883,100000.000115
R_CY_focytb5_c,0.0,0.0
R_CY_focytc_h,0.0,0.0
R_Clt,0.0,0.0
R_Cobalt2abcppI,-25.7805434027,0.30790191248
R_Cotpp,0.0,0.0
R_Cuabc,-25.7805434027,0.30790191248
R_Cut1,-25.7805434027,0.30790191248
R_D3AIBTm,-0.875213068654,1.932630256
R_D5KGK,-14.8921845515,1.2233063929
R_D5KGPA,-1.34000851518,4.45596249331
R_DAAOP,-2.09277939785,4.19215527425
R_DABAAT,20.11824493,4.75722101299
R_DACTt3,0.0,0.0
R_DADK,0.329843933111,1.45719261251
R_DADNK,-9.11501396248,2.55027783641
R_DADNt2,0.0,0.0
R_DADNt2pp,0.0,0.0
R_DADNt4,0.0,0.0
R_DADNtex,0.0,0.0
R_DADPtn,0.0,0.0
R_DALAt2pp,0.0,0.0
R_DALAt2r,0.0,0.0
R_DALAt2rL,0.0,0.0
R_DALAtex,0.0,0.0
R_DALAxt,0.0,0.0
R_DAMPtex,0.0,0.0
R_DANNt2,0.0,0.0
R_DAPAT,54.1884165579,10.8017831591
R_DAPDA,-7.47120299388,2.3311114972
R_DAPDC,-17.2757619378,3.70959712942
R_DAPE,-1.65417267623,2.9601378257
R_DAPNH4T,52.3486098921,4.91483432238
R_DAPOP,-24.2212196417,1.51263931619
R_DAPabc,-25.7805434027,0.30790191248
R_DAPabcpp,-25.7805434027,0.30790191248
R_DAPtex,0.0,0.0
R_DARBabcpp,-25.7805434027,0.30790191248
R_DARBt2rpp,0.0,0.0
R_DARBt3ipp,0.0,0.0
R_DARBtex,0.0,0.0
R_DASCBH,-0.0223919959541,0.0
R_DATCY,-13.6028538133,2.42220613397
R_DATPtm,0.0,0.0
R_DATPtn,0.0,0.0
R_DATUP,-19.5927228278,3.79761476485
R_DB4PS,-81.9488882433,2.08836561367
R_DBTS,10.4225030366,6.42474877096
R_DCAtex,0.0,0.0
R_DCDPtn,0.0,0.0
R_DCK1m,-9.91614172459,2.33757882245
R_DCK1n,-9.91614172459,2.33757882245
R_DCK2n,-7.03239853006,2.65603604905
R_DCMPtex,0.0,0.0
R_DCSPTN1COAtx,0.0,0.0
R_DCT,-63.1074636822,20.9810081933
R_DCTCP,-14.8067455336,2.74381649064
R_DCTPtm,0.0,0.0
R_DCTPtn,0.0,0.0
R_DCTUP,-20.796614548,3.93598831699
R_DCYTt,0.0,0.0
R_DCYTt2,0.0,0.0
R_DCYTt2pp,0.0,0.0
R_DCYTtex,0.0,0.0
R_DDCAt2pp,0.0,0.0
R_DDCAtexi,0.0,0.0
R_DDGALK,-13.855828357,3.36695968896
R_DDGLCNt2r,0.0,0.0
R_DDGLCNt2rpp,0.0,0.0
R_DDGLCNtex,0.0,0.0
R_DDGLK,-20.7459717047,3.90574174249
R_DDPA,-69.1411732654,2.40219194296
R_DDPAm,-69.1411732654,2.40219194296
R_DDPGA,18.2209197579,1.53422674132
R_DDPGALA,13.8867874423,2.9601378257
R_DDPGAm,18.2209197579,1.53422674132
R_DDSMSTOLD,-2.0005795191,8.23414672366
R_DDSMSTOLR,-58.7289467861,1.79783910221
R_DEBRISOQUINEt,0.0,0.0
R_DECDPtm,0.0,0.0
R_DESAT18_10,-395.875641158,3.52917360017
R_DESAT18_5,-395.873355658,3.52917360017
R_DESAT18_9,-395.875641158,3.52917360017
R_DESAT20_1,-395.874490548,3.52917360017
R_DESAT20_2,-395.874490548,3.52917360017
R_DESAT22_1p,-395.8744643,3.52917360017
R_DESAT22_2p,-395.8744643,3.52917360017
R_DESAT24_1,-395.875641158,3.52917360017
R_DGC3D,27.9077270317,2.9601378257
R_DGCHOLte,0.0,0.0
R_DGCHOLtx,0.0,0.0
R_DGDPtn,0.0,0.0
R_DGK1,0.850872183054,2.96013789782
R_DGK2m,-2.27514354921,3.29936761881
R_DGMPtex,0.0,0.0
R_DGNSK,-11.42842974,2.33756222566
R_DGNSKm,-11.42842974,2.33756222566
R_DGSNt,0.0,0.0
R_DGSNt2,0.0,0.0
R_DGSNt2pp,0.0,0.0
R_DGSNtex,0.0,0.0
R_DGSNtm,0.0,0.0
R_DGTCY,-13.2340943469,2.7438365184
R_DGTPtm,0.0,0.0
R_DGTPtn,0.0,0.0
R_DGTUP,-19.2239633614,3.9359999933
R_DGULND,-5.45950596897,3.91124065986
R_DH3MCHCDH,-37.1392029697,6.90183332425
R_DH4MCHCDH,-37.1403794794,6.90183332425
R_DHAAt1r,0.0,0.0
R_DHAD1,-35.5162218614,1.38563828464
R_DHAD1m,-35.5162218614,1.38563828464
R_DHAD2,-35.5160623498,1.38563828464
R_DHAD2m,-35.5160623498,1.38563828464
R_DHAD_3mob_h,-35.5162218614,1.38563828464
R_DHADh,-35.5160623498,1.38563828464
R_DHAK,-13.2498928857,2.19102055053
R_DHAPT,-40.5971282596,2.23186246412
R_DHAP_pi_thr,0.0,0.0
R_DHAPtm,0.0,0.0
R_DHAt,0.0,0.0
R_DHAtex,0.0,0.0
R_DHAtpp,0.0,0.0
R_DHBD,-27.3290178661,5.85088069406
R_DHBS,1167.56122057,100000.000049
R_DHBSr,1167.56122057,100000.000049
R_DHCHOLESTANATEtm,0.0,0.0
R_DHCIND,-27.3565587233,5.85088069406
R_DHCINDO,-257.921318551,5.26603945475
R_DHCINDO_1,-257.921318551,5.26603945475
R_DHCR241r,-43.5290102946,5.04991639323
R_DHCR242r,-43.5290102709,3.41092499142
R_DHCR243r,-43.5290102709,3.41092499142
R_DHCR71r,-13.199356996,7.70707391992
R_DHCR72r,-13.199356996,7.70707391992
R_DHDPRx_r,-19.8154924487,3.55550523733
R_DHDPRy,-20.0012828831,3.56263320714
R_DHDPS,-115.270646836,6.02806951514
R_DHEASULT,-236.441169731,70710.6781833
R_DHEASt,0.0,0.0
R_DHEAStr,0.0,0.0
R_DHEAtr,0.0,0.0
R_DHEDAA,6.77273618643,1.8714383656
R_DHFOR,-18.0456510009,3.182685863
R_DHFOR2,18.2314414353,3.16452121
R_DHFR,-25.5573098722,1.11882613791
R_DHFR2i,-25.3715194378,1.16921710912
R_DHFRim,-25.5573098722,1.11882613791
R_DHFS,-14.7019768668,3.31491979349
R_DHFS_1,-14.7019768668,3.31491979349
R_DHFtl,0.0,0.0
R_DHFtm,0.0,0.0
R_DHNAS,-0.0194271606438,0.0
R_DHNPA2r,12.0415434666,2.31419671887
R_DHNPTtm,0.0,0.0
R_DHORD_NAD,11.9986232036,1.2161595841
R_DHORDfum,-50.3717538038,2.41378142569
R_DHORDi,-120.643656157,4.39375507979
R_DHORStm,0.0,0.0
R_DHORTS,-4.43173728811,1.70903637051
R_DHORTSn,-4.43173728811,1.70903637051
R_DHORtn,0.0,0.0
R_DHPD,-8.28537833746,1.70903637051
R_DHPDO,-254.573011394,5.31975390655
R_DHPM1,-8.28537833746,1.70903637051
R_DHPM2,-3.50340081369,2.71477555473
R_DHPPD,-27.3609054776,5.85088069406
R_DHPR,43.9353677461,0.0
R_DHPR2,0.872517048427,0.0
R_DHPS2,-49.414243276,3.5677216533
R_DHPS2_1,-49.414243276,3.5677216533
R_DHPTDNR,45.8574197934,0.0
R_DHPTDNRN,42.6231083932,0.0
R_DHPTtm,0.0,0.0
R_DHQS,-129.925953533,5.02010553077
R_DHQS_1,-129.925953533,5.02010553077
R_DHQTi,-5.29089794783,2.0931335298
R_DHR,4.43173728811,1.70903637051
R_DHROm,-120.643656157,4.39375507979
R_DHRT_2mbcoa,-3.2330202403,1.5761114626
R_DHRT_ibcoa,-3.22922915886,1.5761114626
R_DHRT_ivcoa,-3.23302024049,1.5761114626
R_DHSKDH,-134.668057103,5.89870328483
R_DIAT,-20.6931299697,1.76013689301
R_DICtm,0.0,0.0
R_DIDPtn,0.0,0.0
R_DIGALSGALSIDEte,0.0,0.0
R_DIGALSGALSIDEtg,0.0,0.0
R_DIGALSIDEtg,0.0,0.0
R_DIGALSIDEtl,0.0,0.0
R_DIMPtex,0.0,0.0
R_DINSK,-10.6034760922,2.37263135741
R_DINSt2,0.0,0.0
R_DINSt2pp,0.0,0.0
R_DINStex,0.0,0.0
R_DINt,0.0,0.0
R_DIPEPabc15,-25.7805434027,0.30790191248
R_DIPS,22.621668994,100000.000169
R_DITPtn,0.0,0.0
R_DKDID,33.1293953082,5.04152636693
R_DKFPS2,18.5562519464,2.18362690737
R_DKGLCNR2x,-24.9119278121,1.17385479885
R_DKGLCNR2y,-25.0977182465,1.16002401554
R_DLDLBT,-81.7985994362,10.7803033867
R_DLTO,0.197108269163,2.70282733854
R_DLYSOXGAT,-7.84294426446,3.70924027607
R_DLYSPYRAT,-8.67129814334,3.20791629912
R_DMALRED,14.5317064521,3.02633429556
R_DMAMT,-16.6192171669,4.73803013079
R_DMATT,-72.2592436717,2.75863647275
R_DMATTx,-72.2592436717,2.75863647275
R_DMAt,0.0,0.0
R_DMBZIDS,0.0,0.0
R_DMCITALDM,-442.022362667,4.8088428269
R_DMCITALOR,-88.0680953228,6.38832831441
R_DMGDH,34.4198046834,8.50846202727
R_DMGDHm,34.4198046834,8.50846202727
R_DMGtm,0.0,0.0
R_DMORh,-20.039344983,1.00070719641
R_DMPPS,-65.6074948849,1.84681483392
R_DMPPS_syn,-65.7932853194,1.85933378722
R_DMPPth,0.0,0.0
R_DMSOtex,0.0,0.0
R_DMSOtpp,0.0,0.0
R_DMSt,0.0,0.0
R_DMStex,0.0,0.0
R_DMT,0.0,0.0
R_DMTPHT,8.68051049539,100000.000115
R_DNADDP,-13.934465194,4.55322304798
R_DNADtn,0.0,0.0
R_DNAMTSEn,0.0,0.0
R_DNAMTn,0.0,0.0
R_DNAMTn2r,0.0,0.0
R_DNDPt10m,0.0,0.0
R_DNDPt11m,0.0,0.0
R_DNDPt12m,0.0,0.0
R_DNDPt13m,0.0,0.0
R_DNDPt14m,0.0,0.0
R_DNDPt15m,0.0,0.0
R_DNDPt16m,0.0,0.0
R_DNDPt17m,0.0,0.0
R_DNDPt18m,0.0,0.0
R_DNDPt19m,0.0,0.0
R_DNDPt1m,0.0,0.0
R_DNDPt20m,0.0,0.0
R_DNDPt21m,0.0,0.0
R_DNDPt22m,0.0,0.0
R_DNDPt23m,0.0,0.0
R_DNDPt24m,0.0,0.0
R_DNDPt25m,0.0,0.0
R_DNDPt26m,0.0,0.0
R_DNDPt27m,0.0,0.0
R_DNDPt28m,0.0,0.0
R_DNDPt29m,0.0,0.0
R_DNDPt2m,0.0,0.0
R_DNDPt30m,0.0,0.0
R_DNDPt31m,0.0,0.0
R_DNDPt32m,0.0,0.0
R_DNDPt33m,0.0,0.0
R_DNDPt34m,0.0,0.0
R_DNDPt35m,0.0,0.0
R_DNDPt36m,0.0,0.0
R_DNDPt37m,0.0,0.0
R_DNDPt38m,0.0,0.0
R_DNDPt39m,0.0,0.0
R_DNDPt3m,0.0,0.0
R_DNDPt40m,0.0,0.0
R_DNDPt41m,0.0,0.0
R_DNDPt42m,0.0,0.0
R_DNDPt43m,0.0,0.0
R_DNDPt44m,0.0,0.0
R_DNDPt45m,0.0,0.0
R_DNDPt46m,0.0,0.0
R_DNDPt47m,0.0,0.0
R_DNDPt48m,0.0,0.0
R_DNDPt49m,0.0,0.0
R_DNDPt4m,0.0,0.0
R_DNDPt50m,0.0,0.0
R_DNDPt51m,0.0,0.0
R_DNDPt52m,0.0,0.0
R_DNDPt53m,0.0,0.0
R_DNDPt54m,0.0,0.0
R_DNDPt55m,0.0,0.0
R_DNDPt56m,0.0,0.0
R_DNDPt57m,0.0,0.0
R_DNDPt58m,0.0,0.0
R_DNDPt59m,0.0,0.0
R_DNDPt5m,0.0,0.0
R_DNDPt60m,0.0,0.0
R_DNDPt61m,0.0,0.0
R_DNDPt62m,0.0,0.0
R_DNDPt63m,0.0,0.0
R_DNDPt6m,0.0,0.0
R_DNDPt7m,0.0,0.0
R_DNDPt8m,0.0,0.0
R_DNDPt9m,0.0,0.0
R_DNGALh,-27.908170045,2.90783650411
R_DNMPPA,-14.6763380382,2.02877059754
R_DNTPPA,-40.414108733,2.52201544994
R_DNTPPA_1,-40.414108733,2.52201544994
R_DOGULND1,-70.2024700337,3.46229296689
R_DOGULND2,-70.2024700337,3.46229296689
R_DOGULNO1,-394.163297294,4.47552676379
R_DOGULNO2,-34.2815730591,3.59937370566
R_DOGULNR,-19.8639385979,0.975026675028
R_DOLDPP,-26.8841645113,1.28262488287
R_DOLK,-11.515496393,2.30275589704
R_DOLPt2er,0.0,0.0
R_DOPACHRMISO,-270.183539578,41.9758548984
R_DOPAMT,-8.94697652706,100000.000089
R_DOPAQNISO1,-53.6572123234,9.0557929586
R_DOPASFt,0.0,0.0
R_DOPASULT,-286.947341028,70710.6781743
R_DOPAVESSEC,-51.5610868053,0.61580382496
R_DOPAt4_2_r,0.0,0.0
R_DOPAtex,0.0,0.0
R_DOPAtu,0.0,0.0
R_DOXRBCNtex,0.0,0.0
R_DOXRBCNtpp,0.0,0.0
R_DPCOAK,2.45387006099,2.9601378257
R_DPCOAKm,2.45387006099,2.9601378257
R_DPCOAPP,-19.2759260141,5.12614869785
R_DPCOAtl,0.0,0.0
R_DPHS,-69.1411732654,2.40219194296
R_DPMVD,-31.040918634,4.02404490513
